订单编号,日期,地区,城市,品类,销售员,客户类型,单价,数量,销售额,折扣率
SO-2025-00761,2025-04-23,华东,上海,办公用品,李娜,老客,2049.79,19.0,38946.01,0.2545
SO-2025-01942,2025-01-22,华北,,数码配件,吴倩,新客,510.6,10.0,5106.0,0.0612
SO-2025-01629,2025-04-17,华北,天津,数码配件,王强,新客,631.03,19.0,11989.57,0.2825
SO-2025-00144,2025-05-23,华北,北京,数码配件,孙丽,新客,1519.2,16.0,24307.2,0.0
SO-2025-03522,2025-01-22,华东,上海,家居生活,刘敏,老客,35.44,3.0,106.32,0.0
SO-2025-04801,2025-03-21,华东,杭州,数码配件,吴倩,老客,1976.33,13.0,25692.29,0.2709
SO-2025-00768,2025-03-11,华东,上海,数码配件,黄霞,老客,1343.18,12.0,16118.16,0.0263
SO-2025-04384,2025-02-12,西南,重庆,办公用品,吴倩,新客,759.09,17.0,12904.53,0.1181
SO-2025-01541,2025-01-15,华东,南京,办公用品,刘敏,老客,1086.89,13.0,14129.57,0.2163
SO-2025-01667,2025-03-31,华东,杭州,办公用品,刘敏,老客,2172.8,18.0,39110.4,0.1252
SO-2025-04303,2025-06-02,华北,天津,数码配件,李娜,老客,2306.27,18.0,41512.86,0.0773
SO-2025-04462,2025-02-14,华北,北京,家居生活,吴倩,老客,1103.86,16.0,17661.76,0.0073
SO-2025-00818,2025-02-23,华南,深圳,办公用品,赵磊,新客,398.31,15.0,5974.65,0.2323
SO-2025-01644,2025-02-12,华东,杭州,办公用品,张伟,老客,1239.46,15.0,18591.9,0.2259
SO-2025-02248,2025-06-22,华北,天津,家居生活,孙丽,新客,1515.25,10.0,15152.5,0.0783
SO-2025-04658,2025-03-07,华南,深圳,办公用品,张伟,新客,2519.02,15.0,37785.3,0.2592
SO-2025-03449,2025-02-13,西南,成都,办公用品,杨帆,新客,739.66,12.0,8875.92,0.2652
SO-2025-00413,2025-06-25,西南,,家居生活,王强,老客,2742.79,15.0,41141.85,0.197
SO-2025-04541,2025-01-30,华东,南京,家居生活,刘敏,老客,952.17,17.0,16186.89,0.0024
SO-2025-03560,2025-04-12,华南,广州,数码配件,孙丽,新客,1382.65,16.0,22122.4,0.2728
SO-2025-04545,2025-02-21,华东,上海,数码配件,杨帆,老客,1199.93,6.0,7199.58,0.0052
SO-2025-01363,2025-05-16,华东,杭州,数码配件,孙丽,老客,1884.58,4.0,7538.32,0.2483
SO-2025-02513,2025-01-11,华东,杭州,办公用品,孙丽,新客,554.65,17.0,9429.05,0.0039
SO-2025-02313,2025-02-17,华东,杭州,办公用品,孙丽,老客,807.65,18.0,14537.7,0.2164
SO-2025-02703,2025-04-17,西南,重庆,数码配件,杨帆,新客,1881.27,20.0,37625.4,0.2496
SO-2025-04395,2025-01-26,华北,天津,办公用品,吴倩,老客,1892.31,16.0,30276.96,0.2763
SO-2025-04851,2025-06-04,华南,广州,数码配件,周涛,老客,469.15,12.0,5629.8,0.0443
SO-2025-02454,2025-02-20,华南,广州,数码配件,吴倩,新客,1636.16,12.0,19633.92,0.0
SO-2025-00873,2025-06-06,华北,天津,数码配件,刘敏,老客,1325.87,4.0,5303.48,0.0527
SO-2025-04891,2025-02-10,华东,杭州,数码配件,杨帆,老客,928.58,16.0,14857.28,0.2693
SO-2025-00286,2025-02-01,华东,南京,数码配件,黄霞,老客,1123.72,12.0,13484.64,0.031
SO-2025-01014,2025-01-28,华北,北京,办公用品,王强,老客,375.67,6.0,2254.02,0.1018
SO-2025-03639,2025-06-29,华北,天津,办公用品,赵磊,老客,2437.6,5.0,12188.0,0.019
SO-2025-04432,2025-06-12,西南,重庆,办公用品,黄霞,老客,2549.16,3.0,7647.48,0.0007
SO-2025-02484,2025-01-08,西南,成都,数码配件,赵磊,老客,2997.39,20.0,59947.8,0.1048
SO-2025-02712,2025-03-16,华东,杭州,办公用品,李娜,老客,1197.19,4.0,4788.76,0.015
SO-2025-02709,2025-01-07,华南,广州,办公用品,王强,老客,1549.02,9.0,13941.18,0.2603
SO-2025-04577,2025-01-07,华东,杭州,家居生活,杨帆,老客,1564.06,5.0,7820.3,0.0575
SO-2025-00030,2025-01-01,华南,广州,办公用品,杨帆,老客,2310.86,2.0,4621.72,0.0333
SO-2025-02134,2025-05-26,华北,天津,数码配件,李娜,新客,1210.99,13.0,15742.87,0.015
SO-2025-02621,2025-06-14,东北,沈阳,办公用品,李娜,新客,2431.74,4.0,9726.96,0.2362
SO-2025-00541,2025-05-16,华北,天津,数码配件,赵磊,老客,1481.54,11.0,16296.94,0.1726
SO-2025-01299,2025-01-05,华北,北京,数码配件,王强,新客,898.3,11.0,9881.3,0.1969
SO-2025-03979,2025-01-14,华南,广州,家居生活,李娜,老客,2726.1,2.0,5452.2,0.2031
SO-2025-03547,2025-02-08,东北,大连,数码配件,孙丽,老客,2427.95,19.0,46131.05,0.289
SO-2025-01821,2025-01-01,华北,天津,办公用品,吴倩,老客,1650.77,15.0,24761.55,0.1713
SO-2025-00910,2025-01-18,西南,重庆,数码配件,吴倩,老客,2541.67,7.0,17791.69,0.1257
SO-2025-00089,2025-03-07,华北,北京,数码配件,杨帆,老客,1422.67,2.0,2845.34,0.2452
SO-2025-02157,2025-05-18,华东,上海,办公用品,徐鹏,老客,2402.11,10.0,24021.1,0.1504
SO-2025-03301,2025-05-24,华东,杭州,办公用品,刘敏,新客,2010.97,20.0,40219.4,0.0834
SO-2025-04571,2025-03-20,西南,重庆,办公用品,陈静,老客,2966.66,17.0,50433.22,0.214
SO-2025-04766,2025-03-26,华南,广州,数码配件,李娜,新客,699.84,18.0,12597.12,0.231
SO-2025-03986,2025-03-12,华东,上海,家居生活,王强,新客,2220.67,20.0,44413.4,0.2807
SO-2025-04105,2025-03-24,华东,杭州,办公用品,杨帆,新客,2359.38,3.0,7078.14,0.045
SO-2025-03505,2025-06-11,华南,,办公用品,周涛,老客,601.23,13.0,7815.99,0.2278
SO-2025-03868,2025-01-20,华南,深圳,数码配件,陈静,新客,93.02,1.0,93.02,0.1645
SO-2025-04448,2025-01-29,华北,天津,数码配件,张伟,老客,899.63,7.0,6297.41,0.1825
SO-2025-00469,2025-02-14,华北,天津,办公用品,吴倩,新客,1346.41,19.0,25581.79,0.1275
SO-2025-03260,2025-04-29,华东,杭州,办公用品,陈静,老客,1920.14,9.0,17281.26,0.1225
SO-2025-04212,2025-06-21,华北,天津,办公用品,吴倩,老客,1557.26,2.0,3114.52,0.2529
SO-2025-01584,2025-02-11,华南,广州,办公用品,陈静,老客,1048.02,14.0,14672.28,0.1858
SO-2025-03211,2025-05-25,华南,广州,数码配件,刘敏,老客,373.21,15.0,5598.15,0.1807
SO-2025-00331,2025-05-19,华东,南京,数码配件,杨帆,老客,2208.9,20.0,44178.0,0.2624
SO-2025-04011,2025-04-22,华东,杭州,家居生活,周涛,老客,1483.71,13.0,19288.23,0.2402
SO-2025-01393,2025-03-13,华东,,办公用品,徐鹏,老客,1302.87,6.0,7817.22,0.1185
SO-2025-03918,2025-03-12,华南,广州,家居生活,刘敏,新客,2203.98,5.0,11019.9,0.1452
SO-2025-00389,2025-04-06,西南,重庆,数码配件,赵磊,新客,999.22,13.0,12989.86,0.1677
SO-2025-04611,2025-03-02,华东,杭州,数码配件,周涛,老客,2285.03,6.0,13710.18,0.0711
SO-2025-04281,2025-04-08,华北,北京,数码配件,黄霞,老客,1229.79,7.0,8608.53,0.2064
SO-2025-03721,2025-04-29,华北,北京,数码配件,李娜,老客,255.15,14.0,3572.1,0.0509
SO-2025-02119,2025-01-17,华东,南京,数码配件,周涛,老客,1120.64,17.0,19050.88,0.2351
SO-2025-04100,2025-02-23,华东,南京,家居生活,吴倩,新客,1930.06,1.0,1930.06,0.2689
SO-2025-02493,2025-06-26,东北,大连,办公用品,徐鹏,新客,72.65,19.0,1380.35,0.2214
SO-2025-01072,2025-03-08,华北,北京,家居生活,徐鹏,老客,2296.83,15.0,34452.45,0.2641
SO-2025-01701,2025-03-10,东北,大连,家居生活,周涛,新客,1696.0,10.0,16960.0,0.0989
SO-2025-00619,2025-02-08,华东,上海,数码配件,刘敏,新客,520.89,10.0,5208.9,0.1285
SO-2025-01483,2025-06-29,华东,杭州,家居生活,刘敏,新客,2804.11,3.0,8412.33,0.0092
SO-2025-03944,2025-06-05,华东,南京,办公用品,赵磊,新客,1103.94,11.0,12143.34,0.0333
SO-2025-02570,2025-04-05,华东,上海,数码配件,赵磊,老客,810.44,13.0,10535.72,0.045
SO-2025-02874,2025-01-31,华东,南京,数码配件,杨帆,新客,268.84,4.0,1075.36,0.2987
SO-2025-03425,2025-04-16,华北,北京,办公用品,李娜,新客,152.18,7.0,1065.26,0.0
SO-2025-03719,2025-06-22,华北,北京,家居生活,杨帆,新客,2817.31,18.0,50711.58,0.2665
SO-2025-02797,2025-06-08,华北,天津,数码配件,陈静,新客,168.4,7.0,1178.8,0.0
SO-2025-00815,2025-05-09,西南,,数码配件,周涛,老客,1441.7,8.0,11533.6,0.0
SO-2025-00268,2025-05-17,华东,杭州,家居生活,王强,新客,1382.61,18.0,24886.98,0.1882
SO-2025-04458,2025-03-06,华东,南京,家居生活,张伟,老客,2610.28,15.0,39154.2,0.0164
SO-2025-02839,2025-06-22,华东,南京,数码配件,孙丽,老客,1067.22,12.0,12806.64,0.076
SO-2025-04438,2025-04-12,华东,上海,办公用品,吴倩,新客,1724.55,14.0,24143.7,0.081
SO-2025-03045,2025-03-24,东北,沈阳,家居生活,周涛,新客,2058.92,14.0,28824.88,0.0
SO-2025-03733,2025-06-02,华南,深圳,家居生活,徐鹏,老客,2908.32,12.0,34899.84,0.2398
SO-2025-04216,2025-06-14,华南,广州,办公用品,杨帆,老客,2447.03,3.0,7341.09,0.0
SO-2025-00209,2025-05-04,华北,天津,数码配件,王强,老客,813.01,15.0,12195.15,0.0802
SO-2025-02115,2025-02-20,东北,大连,数码配件,孙丽,老客,1438.16,10.0,14381.6,0.1439
SO-2025-00884,2025-04-14,华东,上海,办公用品,王强,老客,2833.31,10.0,28333.1,0.1977
SO-2025-01027,2025-02-23,华北,北京,数码配件,刘敏,老客,1156.59,7.0,8096.13,0.1598
SO-2025-02706,2025-01-15,西南,成都,数码配件,周涛,老客,1166.67,1.0,1166.67,0.1171
SO-2025-01946,2025-05-18,华东,杭州,数码配件,孙丽,老客,2465.99,19.0,46853.81,0.1629
SO-2025-03240,2025-02-11,西南,重庆,家居生活,徐鹏,新客,372.54,4.0,1490.16,0.2374
SO-2025-03532,2025-04-26,华北,北京,家居生活,孙丽,新客,2144.69,17.0,36459.73,0.2089
SO-2025-00794,2025-02-07,华东,上海,数码配件,李娜,新客,269.8,10.0,2698.0,0.1873
SO-2025-00028,2025-02-10,华东,南京,办公用品,杨帆,老客,200.19,6.0,1201.14,0.0744
SO-2025-04613,2025-01-13,华北,北京,办公用品,赵磊,新客,2155.39,5.0,10776.95,0.0
SO-2025-03036,2025-01-26,华南,深圳,数码配件,杨帆,老客,1621.34,5.0,8106.7,0.0
SO-2025-00218,2025-06-10,东北,大连,家居生活,王强,新客,815.77,18.0,14683.86,0.0285
SO-2025-03044,2025-05-19,华南,广州,办公用品,王强,老客,236.52,7.0,1655.64,0.0534
SO-2025-02914,2025-02-14,华北,北京,办公用品,王强,老客,2508.9,8.0,20071.2,0.1083
SO-2025-01380,2025-06-07,华北,北京,数码配件,吴倩,老客,1086.55,15.0,16298.25,0.1075
SO-2025-01301,2025-02-06,华南,深圳,办公用品,周涛,老客,89.43,11.0,983.73,0.183
SO-2025-01906,2025-01-30,华北,天津,数码配件,刘敏,新客,916.86,,,0.2054
SO-2025-03880,2025-06-14,华南,广州,数码配件,刘敏,新客,1489.08,15.0,22336.2,0.0742
SO-2025-00649,2025-06-14,华东,上海,办公用品,黄霞,新客,1316.74,20.0,26334.8,0.2373
SO-2025-03337,2025-02-07,西南,成都,数码配件,赵磊,老客,1590.13,14.0,22261.82,0.0
SO-2025-00618,2025-04-20,华东,南京,办公用品,吴倩,新客,1101.08,7.0,7707.56,0.0423
SO-2025-02626,2025-01-16,华南,深圳,办公用品,陈静,新客,311.3,11.0,3424.3,0.1636
SO-2025-00776,2025-06-05,华南,广州,数码配件,孙丽,新客,2591.38,1.0,2591.38,0.0
SO-2025-03345,2025-02-10,华南,深圳,家居生活,黄霞,新客,922.17,10.0,9221.7,0.1809
SO-2025-02459,2025-02-28,华北,北京,办公用品,徐鹏,新客,99.77,12.0,1197.24,0.0195
SO-2025-03745,2025-03-05,华南,广州,数码配件,孙丽,老客,923.37,12.0,11080.44,0.218
SO-2025-03477,2025-01-09,东北,大连,办公用品,黄霞,老客,1524.81,8.0,12198.48,0.0634
SO-2025-03796,2025-06-10,华南,深圳,数码配件,吴倩,新客,2744.44,8.0,21955.52,0.271
SO-2025-01832,2025-05-05,华北,天津,办公用品,李娜,新客,2724.45,19.0,51764.55,0.2798
SO-2025-00540,2025-03-21,东北,沈阳,办公用品,赵磊,新客,681.47,18.0,12266.46,0.2324
SO-2025-00478,2025-01-09,华南,深圳,家居生活,周涛,新客,308.78,5.0,1543.9,0.193
SO-2025-01092,2025-03-19,华东,上海,家居生活,杨帆,新客,111.18,20.0,2223.6,0.1531
SO-2025-02031,2025-02-24,华北,北京,数码配件,徐鹏,新客,1188.36,13.0,15448.68,0.2964
SO-2025-00595,2025-06-17,华东,上海,家居生活,张伟,新客,2564.02,3.0,7692.06,0.0025
SO-2025-01672,2025-05-05,华南,深圳,办公用品,孙丽,新客,1688.76,12.0,20265.12,0.0822
SO-2025-04745,2025-03-27,华东,杭州,数码配件,徐鹏,老客,2067.75,11.0,22745.25,0.0273
SO-2025-04633,2025-05-31,华东,南京,家居生活,吴倩,新客,1692.96,16.0,27087.36,0.1425
SO-2025-02093,2025-03-23,华东,杭州,数码配件,孙丽,新客,2704.59,17.0,45978.03,0.013
SO-2025-04443,2025-04-25,东北,沈阳,办公用品,王强,老客,1261.23,19.0,23963.37,0.1866
SO-2025-00062,2025-06-25,华南,深圳,办公用品,赵磊,老客,1298.89,2.0,2597.78,0.0406
SO-2025-02385,2025-02-28,西南,成都,家居生活,李娜,新客,530.1,3.0,1590.3,0.1045
SO-2025-03507,2025-01-07,西南,重庆,数码配件,张伟,新客,620.22,17.0,10543.74,0.0939
SO-2025-01053,2025-06-02,华东,上海,数码配件,陈静,老客,1278.15,10.0,12781.5,0.179
SO-2025-03007,2025-05-23,华东,南京,办公用品,王强,新客,2748.93,3.0,8246.79,0.2949
SO-2025-04416,2025-05-26,华北,天津,家居生活,杨帆,老客,481.5,2.0,963.0,0.2442
SO-2025-04637,2025-02-22,华南,广州,家居生活,赵磊,老客,464.4,5.0,2322.0,0.0198
SO-2025-01742,2025-02-26,华东,杭州,办公用品,徐鹏,老客,831.45,15.0,12471.75,0.0
SO-2025-00406,2025-01-03,华东,上海,数码配件,杨帆,新客,1757.22,18.0,31629.96,0.2161
SO-2025-01081,2025-01-10,东北,大连,办公用品,孙丽,老客,772.21,3.0,2316.63,0.0587
SO-2025-04610,2025-06-30,西南,重庆,数码配件,刘敏,新客,2593.15,12.0,31117.8,0.2861
SO-2025-00656,2025-04-16,西南,重庆,家居生活,陈静,新客,70.43,4.0,281.72,0.0501
SO-2025-04632,2025-05-26,华北,天津,办公用品,赵磊,老客,2223.53,5.0,11117.65,0.2505
SO-2025-01510,2025-03-15,华东,上海,数码配件,张伟,新客,2920.88,13.0,37971.44,0.1384
SO-2025-03643,2025-04-11,华东,南京,办公用品,周涛,新客,1393.58,20.0,27871.6,0.2519
SO-2025-01791,2025-04-22,华东,南京,家居生活,徐鹏,老客,283.43,12.0,3401.16,0.196
SO-2025-03834,2025-03-12,华东,上海,办公用品,刘敏,新客,2437.94,1.0,2437.94,0.2728
SO-2025-02287,2025-03-15,西南,重庆,办公用品,李娜,老客,448.86,20.0,8977.2,0.278
SO-2025-04313,2025-01-01,西南,重庆,家居生活,孙丽,老客,86.8,15.0,1302.0,0.029
SO-2025-04120,2025-04-27,东北,沈阳,家居生活,赵磊,新客,1196.02,3.0,3588.06,0.0533
SO-2025-00476,2025-04-23,华北,天津,家居生活,陈静,新客,668.44,20.0,13368.8,0.0125
SO-2025-03538,2025-06-01,华东,上海,数码配件,王强,老客,1011.46,2.0,2022.92,0.1952
SO-2025-01080,2025-03-13,华东,上海,数码配件,陈静,新客,60.81,4.0,243.24,0.2516
SO-2025-02375,2025-06-04,华东,上海,办公用品,刘敏,老客,2675.24,,,0.098
SO-2025-02117,2025-05-11,华东,南京,办公用品,徐鹏,新客,1929.55,18.0,34731.9,0.1794
SO-2025-03262,2025-04-08,华东,杭州,办公用品,李娜,老客,1193.01,19.0,22667.19,0.1858
SO-2025-04251,2025-02-04,华东,南京,办公用品,王强,新客,2431.43,1.0,2431.43,0.2531
SO-2025-00070,2025-04-20,华东,上海,数码配件,赵磊,新客,1477.98,,,0.2476
SO-2025-04955,2025-03-27,华东,上海,家居生活,赵磊,老客,2616.27,14.0,36627.78,0.1143
SO-2025-03851,2025-01-04,华东,上海,数码配件,杨帆,老客,917.63,1.0,917.63,0.0
SO-2025-02294,2025-05-21,华东,南京,办公用品,吴倩,新客,2906.35,10.0,29063.5,0.2463
SO-2025-04059,2025-04-08,西南,重庆,数码配件,李娜,新客,2143.61,13.0,27866.93,0.0095
SO-2025-01963,2025-05-15,华东,杭州,办公用品,李娜,老客,120.86,16.0,1933.76,0.0
SO-2025-04131,2025-03-27,华南,深圳,数码配件,赵磊,老客,695.3,20.0,13906.0,0.0134
SO-2025-00675,2025-01-29,华北,天津,家居生活,刘敏,新客,2761.42,14.0,38659.88,0.1003
SO-2025-01904,2025-05-09,华南,深圳,数码配件,李娜,新客,1003.62,6.0,6021.72,0.016
SO-2025-00275,2025-01-10,华北,北京,数码配件,吴倩,老客,1132.01,3.0,3396.03,0.1131
SO-2025-01240,2025-05-24,西南,重庆,办公用品,周涛,老客,2574.5,1.0,2574.5,0.0
SO-2025-01099,2025-06-30,华东,杭州,数码配件,张伟,老客,1327.51,19.0,25222.69,0.2586
SO-2025-03680,2025-06-24,华南,深圳,办公用品,李娜,老客,1555.42,7.0,10887.94,0.111
SO-2025-00197,2025-01-22,西南,重庆,家居生活,黄霞,新客,171.6,9.0,1544.4,0.2177
SO-2025-02106,2025-03-01,华南,深圳,数码配件,刘敏,老客,2365.86,16.0,37853.76,0.0779
SO-2025-01253,2025-01-14,华南,深圳,家居生活,黄霞,新客,1380.74,16.0,22091.84,0.0
SO-2025-01914,2025-05-24,华东,上海,家居生活,张伟,老客,2380.11,11.0,26181.21,0.2543
SO-2025-00581,2025-05-29,华北,北京,数码配件,黄霞,新客,1128.83,20.0,22576.6,0.272
SO-2025-02866,2025-04-09,华北,天津,家居生活,徐鹏,新客,2812.66,6.0,16875.96,0.146
SO-2025-01154,2025-03-26,华北,天津,办公用品,周涛,老客,1961.79,7.0,13732.53,0.1457
SO-2025-04832,2025-05-12,华南,广州,数码配件,周涛,老客,1611.44,15.0,24171.6,0.2104
SO-2025-02235,2025-02-25,西南,成都,数码配件,孙丽,新客,1631.69,2.0,3263.38,0.0856
SO-2025-00784,2025-03-03,东北,大连,办公用品,王强,老客,537.67,9.0,4839.03,0.274
SO-2025-00864,2025-04-17,华东,南京,数码配件,陈静,老客,2207.02,3.0,6621.06,0.0511
SO-2025-01688,2025-03-19,华南,广州,家居生活,吴倩,老客,2788.31,7.0,19518.17,0.2721
SO-2025-01618,2025-05-20,东北,沈阳,数码配件,赵磊,老客,1151.99,7.0,8063.93,0.2289
SO-2025-02491,2025-05-18,华北,北京,办公用品,徐鹏,老客,2202.13,1.0,2202.13,0.1598
SO-2025-01886,2025-05-02,华东,杭州,家居生活,张伟,老客,1082.75,7.0,7579.25,0.2534
SO-2025-02046,2025-02-26,华北,天津,数码配件,赵磊,新客,446.14,20.0,8922.8,0.2105
SO-2025-00740,2025-05-03,华东,杭州,办公用品,赵磊,老客,2825.18,4.0,11300.72,0.0
SO-2025-04282,2025-06-08,华南,广州,数码配件,李娜,老客,1223.08,9.0,11007.72,0.0103
SO-2025-00750,2025-06-14,华东,杭州,办公用品,陈静,新客,958.63,5.0,4793.15,0.176
SO-2025-02580,2025-03-26,华东,杭州,数码配件,孙丽,新客,979.11,11.0,10770.21,0.0
SO-2025-01926,2025-05-01,华北,北京,办公用品,周涛,老客,568.99,6.0,3413.94,0.0586
SO-2025-00874,2025-01-18,华南,广州,数码配件,陈静,老客,1620.83,18.0,29174.94,0.1933
SO-2025-01747,2025-02-11,华北,北京,办公用品,周涛,老客,2437.56,13.0,31688.28,0.0251
SO-2025-03162,2025-01-26,华东,南京,家居生活,刘敏,老客,1990.99,17.0,33846.83,0.087
SO-2025-04111,2025-01-22,西南,成都,数码配件,周涛,新客,2334.7,7.0,16342.9,0.2528
SO-2025-02446,2025-02-18,华东,上海,家居生活,黄霞,新客,208.56,20.0,4171.2,0.1465
SO-2025-04913,2025-01-18,东北,大连,家居生活,王强,老客,1159.33,8.0,9274.64,0.275
SO-2025-02335,2025-06-02,华南,广州,办公用品,孙丽,老客,2011.82,12.0,24141.84,0.035
SO-2025-04330,2025-02-04,华东,上海,办公用品,黄霞,老客,1899.77,9.0,17097.93,0.1502
SO-2025-03593,2025-06-01,华东,南京,办公用品,李娜,新客,968.68,15.0,14530.2,0.2816
SO-2025-02573,2025-05-13,西南,重庆,家居生活,赵磊,老客,1617.97,2.0,3235.94,0.1953
SO-2025-00949,2025-05-30,华北,天津,家居生活,张伟,老客,1817.38,15.0,27260.7,0.1661
SO-2025-03577,2025-05-31,华东,,数码配件,陈静,新客,977.7,5.0,4888.5,0.0254
SO-2025-03649,2025-01-27,西南,重庆,数码配件,杨帆,新客,2998.5,20.0,59970.0,0.2848
SO-2025-02940,2025-05-12,东北,大连,办公用品,吴倩,老客,68.84,20.0,1376.8,0.1104
SO-2025-03959,2025-02-11,华北,天津,办公用品,杨帆,新客,2325.25,16.0,37204.0,0.0092
SO-2025-04253,2025-01-16,华北,北京,数码配件,吴倩,新客,1260.24,16.0,20163.84,0.2665
SO-2025-03764,2025-01-02,华东,杭州,办公用品,吴倩,新客,1125.53,2.0,2251.06,0.057
SO-2025-00349,2025-04-09,华东,上海,数码配件,刘敏,新客,1683.2,4.0,6732.8,0.0878
SO-2025-00696,2025-02-13,华南,广州,数码配件,赵磊,老客,950.14,6.0,5700.84,0.0229
SO-2025-04023,2025-03-28,东北,大连,办公用品,孙丽,老客,2372.4,10.0,23724.0,0.2934
SO-2025-00377,2025-05-04,华北,天津,家居生活,李娜,新客,493.1,19.0,9368.9,0.122
SO-2025-03829,2025-01-25,华南,深圳,家居生活,李娜,新客,1429.65,13.0,18585.45,0.0
SO-2025-00069,2025-05-11,华北,天津,家居生活,刘敏,老客,1102.53,13.0,14332.89,0.0
SO-2025-01464,2025-03-26,华南,广州,办公用品,周涛,新客,1786.53,4.0,7146.12,0.0193
SO-2025-03655,2025-01-02,华东,南京,办公用品,王强,老客,1720.62,17.0,29250.54,0.0829
SO-2025-02741,2025-04-11,西南,重庆,办公用品,陈静,老客,1885.2,17.0,32048.4,0.0
SO-2025-04903,2025-03-05,西南,成都,办公用品,周涛,新客,2137.59,2.0,4275.18,0.2297
SO-2025-03423,2025-05-28,华北,天津,办公用品,赵磊,新客,2853.22,15.0,42798.3,0.274
SO-2025-03797,2025-06-19,西南,重庆,家居生活,王强,新客,1227.73,18.0,22099.14,0.2872
SO-2025-00140,2025-05-22,华北,北京,办公用品,张伟,老客,2550.0,9.0,22950.0,0.0861
SO-2025-04622,2025-03-29,华南,深圳,办公用品,杨帆,老客,2148.63,16.0,34378.08,0.1089
SO-2025-02159,2025-04-02,华东,南京,办公用品,刘敏,老客,601.29,10.0,6012.9,0.2718
SO-2025-04834,2025-06-22,华北,北京,办公用品,李娜,老客,2516.05,9.0,22644.45,0.2784
